Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position,ID,Wave_Level,Value
SK,Underground production and development miners ,83100,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades,4532,High,53.6
SK,"Oil and gas well drillers, servicers, testers and related workers ",83101,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades,4533,Low,25.0
SK,"Oil and gas well drillers, servicers, testers and related workers ",83101,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades,4533,Median,36.0
SK,"Oil and gas well drillers, servicers, testers and related workers ",83101,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades,4533,High,50.0
SK,Logging machinery operators ,83110,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades,4534,Low,20.0
SK,Logging machinery operators ,83110,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades,4534,Median,29.0
SK,Logging machinery operators ,83110,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades,4534,High,33.0
SK,Underground mine service and support workers ,84100,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4535,Low,23.85
SK,Underground mine service and support workers ,84100,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4535,Median,44.75
SK,Underground mine service and support workers ,84100,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4535,High,71.75
SK,Oil and gas well drilling and related workers and services operators ,84101,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4536,Low,22.89
SK,Oil and gas well drilling and related workers and services operators ,84101,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4536,Median,35.0
SK,Oil and gas well drilling and related workers and services operators ,84101,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4536,High,52.0
SK,Chain saw and skidder operators ,84110,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4537,Low,17.0
SK,Chain saw and skidder operators ,84110,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4537,Median,25.0
SK,Chain saw and skidder operators ,84110,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4537,High,31.8
SK,Silviculture and forestry workers ,84111,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4538,Low,14.0
SK,Silviculture and forestry workers ,84111,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4538,Median,17.1
SK,Silviculture and forestry workers ,84111,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4538,High,25.9
SK,Specialized livestock workers and farm machinery operators ,84120,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4539,Low,16.0
SK,Specialized livestock workers and farm machinery operators ,84120,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4539,Median,25.0
SK,Specialized livestock workers and farm machinery operators ,84120,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support,4539,High,30.0
SK,Livestock labourers ,85100,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4540,Low,14.0
SK,Livestock labourers ,85100,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4540,Median,24.0
SK,Livestock labourers ,85100,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4540,High,33.65
SK,Harvesting labourers ,85101,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4541,Low,16.5
SK,Harvesting labourers ,85101,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4541,Median,25.0
SK,Harvesting labourers ,85101,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4541,High,30.0
SK,Nursery and greenhouse labourers ,85103,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4542,Low,14.0
SK,Nursery and greenhouse labourers ,85103,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4542,Median,15.5
SK,Nursery and greenhouse labourers ,85103,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4542,High,24.0
SK,Mine labourers ,85110,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4543,Low,21.0
SK,Mine labourers ,85110,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4543,Median,30.0
SK,Mine labourers ,85110,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4543,High,45.0
SK,"Oil and gas drilling, servicing and related labourers ",85111,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4544,Low,21.0
SK,"Oil and gas drilling, servicing and related labourers ",85111,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4544,Median,29.0
SK,"Oil and gas drilling, servicing and related labourers ",85111,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4544,High,36.0
SK,Logging and forestry labourers ,85120,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4545,Low,15.0
SK,Logging and forestry labourers ,85120,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4545,Median,22.0
SK,Logging and forestry labourers ,85120,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4545,High,32.0
SK,Landscaping and grounds maintenance labourers ,85121,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4546,Low,14.0
SK,Landscaping and grounds maintenance labourers ,85121,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4546,Median,18.0
SK,Landscaping and grounds maintenance labourers ,85121,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support,4546,High,25.0
SK,Manufacturing managers ,90010,9,90,Occupations in manufacturing and utilities,Middle management occupations in manufacturing and utilities,0,Managers,4547,Low,31.25
SK,Manufacturing managers ,90010,9,90,Occupations in manufacturing and utilities,Middle management occupations in manufacturing and utilities,0,Managers,4547,Median,52.88
SK,Manufacturing managers ,90010,9,90,Occupations in manufacturing and utilities,Middle management occupations in manufacturing and utilities,0,Managers,4547,High,80.22
SK,Utilities managers ,90011,9,90,Occupations in manufacturing and utilities,Middle management occupations in manufacturing and utilities,0,Managers,4548,Low,34.62
SK,Utilities managers ,90011,9,90,Occupations in manufacturing and utilities,Middle management occupations in manufacturing and utilities,0,Managers,4548,Median,58.0
SK,Utilities managers ,90011,9,90,Occupations in manufacturing and utilities,Middle management occupations in manufacturing and utilities,0,Managers,4548,High,70.63
SK,"Supervisors, mineral and metal processing ",92010,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4549,Low,18.75
SK,"Supervisors, mineral and metal processing ",92010,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4549,Median,34.86
SK,"Supervisors, mineral and metal processing ",92010,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4549,High,62.5
SK,"Supervisors, petroleum, gas and chemical processing and utilities ",92011,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4550,Low,20.98
SK,"Supervisors, petroleum, gas and chemical processing and utilities ",92011,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4550,Median,46.11
SK,"Supervisors, petroleum, gas and chemical processing and utilities ",92011,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4550,High,69.71
SK,"Supervisors, food and beverage processing ",92012,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4551,Low,18.5
SK,"Supervisors, food and beverage processing ",92012,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4551,Median,31.0
SK,"Supervisors, food and beverage processing ",92012,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4551,High,39.89
SK,"Supervisors, forest products processing ",92014,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4552,Low,
SK,"Supervisors, forest products processing ",92014,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4552,Median,34.28
SK,"Supervisors, forest products processing ",92014,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4552,High,
SK,"Supervisors, other mechanical and metal products manufacturing ",92023,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4553,Low,26.0
SK,"Supervisors, other mechanical and metal products manufacturing ",92023,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4553,Median,33.42
SK,"Supervisors, other mechanical and metal products manufacturing ",92023,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4553,High,44.25
SK,"Supervisors, other products manufacturing and assembly ",92024,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4554,Low,
SK,"Supervisors, other products manufacturing and assembly ",92024,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4554,Median,31.91
SK,"Supervisors, other products manufacturing and assembly ",92024,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4554,High,
SK,Power engineers and power systems operators ,92100,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4555,Low,26.0
SK,Power engineers and power systems operators ,92100,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4555,Median,37.0
SK,Power engineers and power systems operators ,92100,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4555,High,60.58
SK,Water and waste treatment plant operators ,92101,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4556,Low,22.0
SK,Water and waste treatment plant operators ,92101,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4556,Median,26.22
SK,Water and waste treatment plant operators ,92101,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors,4556,High,36.32
SK,"Central control and process operators, petroleum, gas and chemical processing ",93101,9,93,Occupations in manufacturing and utilities,Central control and process operators and aircraft assembly assemblers and inspectors,3,General Occupations/Trades,4557,Low,29.0
SK,"Central control and process operators, petroleum, gas and chemical processing ",93101,9,93,Occupations in manufacturing and utilities,Central control and process operators and aircraft assembly assemblers and inspectors,3,General Occupations/Trades,4557,Median,48.13
SK,"Central control and process operators, petroleum, gas and chemical processing ",93101,9,93,Occupations in manufacturing and utilities,Central control and process operators and aircraft assembly assemblers and inspectors,3,General Occupations/Trades,4557,High,62.0
SK,"Machine operators, mineral and metal processing ",94100,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4558,Low,21.0
SK,"Machine operators, mineral and metal processing ",94100,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4558,Median,37.38
SK,"Machine operators, mineral and metal processing ",94100,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4558,High,45.0
SK,"Inspectors and testers, mineral and metal processing ",94104,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4559,Low,25.5
SK,"Inspectors and testers, mineral and metal processing ",94104,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4559,Median,34.88
SK,"Inspectors and testers, mineral and metal processing ",94104,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4559,High,38.0
SK,Metalworking and forging machine operators ,94105,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4560,Low,17.5
SK,Metalworking and forging machine operators ,94105,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4560,Median,25.0
SK,Metalworking and forging machine operators ,94105,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4560,High,41.0
SK,Chemical plant machine operators ,94110,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4561,Low,14.0
SK,Chemical plant machine operators ,94110,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4561,Median,28.0
SK,Chemical plant machine operators ,94110,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4561,High,44.5
SK,Sawmill machine operators ,94120,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4562,Low,
SK,Sawmill machine operators ,94120,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4562,Median,31.25
SK,Sawmill machine operators ,94120,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4562,High,
SK,Industrial sewing machine operators ,94132,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4563,Low,
SK,Industrial sewing machine operators ,94132,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4563,Median,16.98
SK,Industrial sewing machine operators ,94132,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4563,High,
SK,"Process control and machine operators, food and beverage processing ",94140,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4564,Low,14.0
SK,"Process control and machine operators, food and beverage processing ",94140,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4564,Median,19.3
SK,"Process control and machine operators, food and beverage processing ",94140,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4564,High,30.42
SK,"Industrial butchers and meat cutters, poultry preparers and related workers ",94141,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4565,Low,15.75
SK,"Industrial butchers and meat cutters, poultry preparers and related workers ",94141,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4565,Median,19.0
SK,"Industrial butchers and meat cutters, poultry preparers and related workers ",94141,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4565,High,20.0
SK,"Testers and graders, food and beverage processing ",94143,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4566,Low,14.0
SK,"Testers and graders, food and beverage processing ",94143,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4566,Median,26.0
SK,"Testers and graders, food and beverage processing ",94143,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4566,High,31.25
SK,Plateless printing equipment operators ,94150,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4567,Low,
SK,Plateless printing equipment operators ,94150,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4567,Median,17.89
SK,Plateless printing equipment operators ,94150,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4567,High,
SK,"Motor vehicle assemblers, inspectors and testers ",94200,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4568,Low,16.16
SK,"Motor vehicle assemblers, inspectors and testers ",94200,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4568,Median,20.2
SK,"Motor vehicle assemblers, inspectors and testers ",94200,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4568,High,25.0
SK,"Electronics assemblers, fabricators, inspectors and testers ",94201,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4569,Low,16.0
SK,"Electronics assemblers, fabricators, inspectors and testers ",94201,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4569,Median,19.0
SK,"Electronics assemblers, fabricators, inspectors and testers ",94201,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4569,High,44.0
SK,Mechanical assemblers and inspectors ,94204,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4570,Low,18.0
SK,Mechanical assemblers and inspectors ,94204,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4570,Median,23.0
SK,Mechanical assemblers and inspectors ,94204,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4570,High,30.0
SK,"Furniture and fixture assemblers, finishers, refinishers and inspectors ",94210,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4571,Low,14.0
SK,"Furniture and fixture assemblers, finishers, refinishers and inspectors ",94210,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4571,Median,18.0
SK,"Furniture and fixture assemblers, finishers, refinishers and inspectors ",94210,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4571,High,25.96
SK,"Industrial painters, coaters and metal finishing process operators ",94213,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4572,Low,20.0
SK,"Industrial painters, coaters and metal finishing process operators ",94213,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4572,Median,24.5
SK,"Industrial painters, coaters and metal finishing process operators ",94213,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4572,High,31.0
SK,"Other products assemblers, finishers and inspectors ",94219,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4573,Low,
SK,"Other products assemblers, finishers and inspectors ",94219,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4573,Median,22.12
SK,"Other products assemblers, finishers and inspectors ",94219,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,4573,High,
SK,Labourers in mineral and metal processing ,95100,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4574,Low,17.0
SK,Labourers in mineral and metal processing ,95100,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4574,Median,29.25
SK,Labourers in mineral and metal processing ,95100,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4574,High,37.0
SK,Labourers in metal fabrication ,95101,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4575,Low,17.0
SK,Labourers in metal fabrication ,95101,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4575,Median,22.0
SK,Labourers in metal fabrication ,95101,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4575,High,31.0
SK,Labourers in chemical products processing and utilities ,95102,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4576,Low,15.0
SK,Labourers in chemical products processing and utilities ,95102,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4576,Median,22.0
SK,Labourers in chemical products processing and utilities ,95102,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4576,High,28.0
SK,"Labourers in wood, pulp and paper processing ",95103,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4577,Low,14.0
SK,"Labourers in wood, pulp and paper processing ",95103,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4577,Median,17.34
SK,"Labourers in wood, pulp and paper processing ",95103,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4577,High,26.83
SK,Labourers in food and beverage processing ,95106,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4578,Low,14.0
SK,Labourers in food and beverage processing ,95106,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4578,Median,17.25
SK,Labourers in food and beverage processing ,95106,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4578,High,24.61
SK,"Other labourers in processing, manufacturing and utilities ",95109,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4579,Low,14.0
SK,"Other labourers in processing, manufacturing and utilities ",95109,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4579,Median,18.84
SK,"Other labourers in processing, manufacturing and utilities ",95109,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,4579,High,25.91
YT,Legislators ,00010,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,4580,Low,
YT,Legislators ,00010,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,4580,Median,52.11
YT,Legislators ,00010,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,4580,High,
YT,Senior government managers and officials ,00011,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,4581,Low,58.7
YT,Senior government managers and officials ,00011,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,4581,Median,76.05
YT,Senior government managers and officials ,00011,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,4581,High,115.38
YT,Financial managers ,10010,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4582,Low,39.07
YT,Financial managers ,10010,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4582,Median,54.54
YT,Financial managers ,10010,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4582,High,78.15
YT,Human resources managers ,10011,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4583,Low,
YT,Human resources managers ,10011,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4583,Median,46.63
YT,Human resources managers ,10011,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4583,High,
YT,Other administrative services managers ,10019,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4584,Low,
YT,Other administrative services managers ,10019,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,4584,Median,55.02
