Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position,ID,Wave_Level,Value,mean_temperature,Average_house_price,bachelors_higher,Minimum_wage,CPI
PE,Other managers in public administration ,40019,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3523,Low,50.0,-6.1,0.3349,22.0,15.0,2.6
PE,Other managers in public administration ,40019,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3523,Median,53.0,-6.1,0.3349,22.0,15.0,2.6
PE,Other managers in public administration ,40019,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3523,High,69.73,-6.1,0.3349,22.0,15.0,2.6
PE,Administrators - post-secondary education and vocational training ,40020,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3524,Low,43.59,-6.1,0.3349,22.0,15.0,2.6
PE,Administrators - post-secondary education and vocational training ,40020,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3524,Median,49.23,-6.1,0.3349,22.0,15.0,2.6
PE,Administrators - post-secondary education and vocational training ,40020,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3524,High,57.69,-6.1,0.3349,22.0,15.0,2.6
PE,School principals and administrators of elementary and secondary education ,40021,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3525,Low,34.19,-6.1,0.3349,22.0,15.0,2.6
PE,School principals and administrators of elementary and secondary education ,40021,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3525,Median,50.0,-6.1,0.3349,22.0,15.0,2.6
PE,School principals and administrators of elementary and secondary education ,40021,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3525,High,56.25,-6.1,0.3349,22.0,15.0,2.6
PE,"Managers in social, community and correctional services ",40030,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3526,Low,17.5,-6.1,0.3349,22.0,15.0,2.6
PE,"Managers in social, community and correctional services ",40030,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3526,Median,32.31,-6.1,0.3349,22.0,15.0,2.6
PE,"Managers in social, community and correctional services ",40030,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3526,High,57.6,-6.1,0.3349,22.0,15.0,2.6
PE,Judges ,41100,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3527,Low,164.89,-6.1,0.3349,22.0,15.0,2.6
PE,Judges ,41100,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3527,Median,206.11,-6.1,0.3349,22.0,15.0,2.6
PE,Judges ,41100,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3527,High,225.99,-6.1,0.3349,22.0,15.0,2.6
PE,Lawyers and Quebec notaries ,41101,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3528,Low,29.81,-6.1,0.3349,22.0,15.0,2.6
PE,Lawyers and Quebec notaries ,41101,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3528,Median,46.34,-6.1,0.3349,22.0,15.0,2.6
PE,Lawyers and Quebec notaries ,41101,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3528,High,69.53,-6.1,0.3349,22.0,15.0,2.6
PE,University professors and lecturers ,41200,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3529,Low,25.0,-6.1,0.3349,22.0,15.0,2.6
PE,University professors and lecturers ,41200,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3529,Median,51.35,-6.1,0.3349,22.0,15.0,2.6
PE,University professors and lecturers ,41200,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3529,High,76.92,-6.1,0.3349,22.0,15.0,2.6
PE,Post-secondary teaching and research assistants ,41201,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3530,Low,15.58,-6.1,0.3349,22.0,15.0,2.6
PE,Post-secondary teaching and research assistants ,41201,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3530,Median,23.0,-6.1,0.3349,22.0,15.0,2.6
PE,Post-secondary teaching and research assistants ,41201,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3530,High,50.26,-6.1,0.3349,22.0,15.0,2.6
PE,College and other vocational instructors ,41210,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3531,Low,21.92,-6.1,0.3349,22.0,15.0,2.6
PE,College and other vocational instructors ,41210,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3531,Median,34.0,-6.1,0.3349,22.0,15.0,2.6
PE,College and other vocational instructors ,41210,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3531,High,50.48,-6.1,0.3349,22.0,15.0,2.6
PE,Secondary school teachers ,41220,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3532,Low,28.85,-6.1,0.3349,22.0,15.0,2.6
PE,Secondary school teachers ,41220,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3532,Median,40.0,-6.1,0.3349,22.0,15.0,2.6
PE,Secondary school teachers ,41220,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3532,High,51.79,-6.1,0.3349,22.0,15.0,2.6
PE,Elementary school and kindergarten teachers ,41221,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3533,Low,22.5,-6.1,0.3349,22.0,15.0,2.6
PE,Elementary school and kindergarten teachers ,41221,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3533,Median,37.44,-6.1,0.3349,22.0,15.0,2.6
PE,Elementary school and kindergarten teachers ,41221,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3533,High,46.67,-6.1,0.3349,22.0,15.0,2.6
PE,Social workers ,41300,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3534,Low,30.0,-6.1,0.3349,22.0,15.0,2.6
PE,Social workers ,41300,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3534,Median,35.49,-6.1,0.3349,22.0,15.0,2.6
PE,Social workers ,41300,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3534,High,42.18,-6.1,0.3349,22.0,15.0,2.6
PE,Therapists in counselling and related specialized therapies ,41301,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3535,Low,20.0,-6.1,0.3349,22.0,15.0,2.6
PE,Therapists in counselling and related specialized therapies ,41301,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3535,Median,30.15,-6.1,0.3349,22.0,15.0,2.6
PE,Therapists in counselling and related specialized therapies ,41301,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3535,High,52.82,-6.1,0.3349,22.0,15.0,2.6
PE,Religious leaders ,41302,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3536,Low,17.31,-6.1,0.3349,22.0,15.0,2.6
PE,Religious leaders ,41302,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3536,Median,25.52,-6.1,0.3349,22.0,15.0,2.6
PE,Religious leaders ,41302,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3536,High,52.75,-6.1,0.3349,22.0,15.0,2.6
PE,Educational counsellors ,41320,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3537,Low,29.0,-6.1,0.3349,22.0,15.0,2.6
PE,Educational counsellors ,41320,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3537,Median,38.46,-6.1,0.3349,22.0,15.0,2.6
PE,Educational counsellors ,41320,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3537,High,47.49,-6.1,0.3349,22.0,15.0,2.6
PE,Career development practitioners and career counsellors (except education) ,41321,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3538,Low,20.0,-6.1,0.3349,22.0,15.0,2.6
PE,Career development practitioners and career counsellors (except education) ,41321,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3538,Median,28.57,-6.1,0.3349,22.0,15.0,2.6
PE,Career development practitioners and career counsellors (except education) ,41321,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3538,High,40.0,-6.1,0.3349,22.0,15.0,2.6
PE,"Natural and applied science policy researchers, consultants and program officers ",41400,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3539,Low,27.0,-6.1,0.3349,22.0,15.0,2.6
PE,"Natural and applied science policy researchers, consultants and program officers ",41400,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3539,Median,34.19,-6.1,0.3349,22.0,15.0,2.6
PE,"Natural and applied science policy researchers, consultants and program officers ",41400,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3539,High,45.64,-6.1,0.3349,22.0,15.0,2.6
PE,Economists and economic policy researchers and analysts ,41401,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3540,Low,30.58,-6.1,0.3349,22.0,15.0,2.6
PE,Economists and economic policy researchers and analysts ,41401,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3540,Median,41.06,-6.1,0.3349,22.0,15.0,2.6
PE,Economists and economic policy researchers and analysts ,41401,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3540,High,59.65,-6.1,0.3349,22.0,15.0,2.6
PE,Business development officers and market researchers and analysts ,41402,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3541,Low,17.0,-6.1,0.3349,22.0,15.0,2.6
PE,Business development officers and market researchers and analysts ,41402,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3541,Median,42.05,-6.1,0.3349,22.0,15.0,2.6
PE,Business development officers and market researchers and analysts ,41402,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3541,High,50.87,-6.1,0.3349,22.0,15.0,2.6
PE,"Social policy researchers, consultants and program officers ",41403,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3542,Low,26.67,-6.1,0.3349,22.0,15.0,2.6
PE,"Social policy researchers, consultants and program officers ",41403,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3542,Median,38.46,-6.1,0.3349,22.0,15.0,2.6
PE,"Social policy researchers, consultants and program officers ",41403,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3542,High,58.0,-6.1,0.3349,22.0,15.0,2.6
PE,"Health policy researchers, consultants and program officers ",41404,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3543,Low,23.08,-6.1,0.3349,22.0,15.0,2.6
PE,"Health policy researchers, consultants and program officers ",41404,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3543,Median,38.0,-6.1,0.3349,22.0,15.0,2.6
PE,"Health policy researchers, consultants and program officers ",41404,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3543,High,43.8,-6.1,0.3349,22.0,15.0,2.6
PE,"Education policy researchers, consultants and program officers ",41405,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3544,Low,23.92,-6.1,0.3349,22.0,15.0,2.6
PE,"Education policy researchers, consultants and program officers ",41405,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3544,Median,39.49,-6.1,0.3349,22.0,15.0,2.6
PE,"Education policy researchers, consultants and program officers ",41405,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3544,High,52.0,-6.1,0.3349,22.0,15.0,2.6
PE,"Recreation, sports and fitness policy researchers, consultants and program officers ",41406,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3545,Low,26.61,-6.1,0.3349,22.0,15.0,2.6
PE,"Recreation, sports and fitness policy researchers, consultants and program officers ",41406,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3545,Median,32.78,-6.1,0.3349,22.0,15.0,2.6
PE,"Recreation, sports and fitness policy researchers, consultants and program officers ",41406,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3545,High,42.49,-6.1,0.3349,22.0,15.0,2.6
PE,Program officers unique to government ,41407,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3546,Low,,-6.1,0.3349,22.0,15.0,2.6
PE,Program officers unique to government ,41407,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3546,Median,31.43,-6.1,0.3349,22.0,15.0,2.6
PE,Program officers unique to government ,41407,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3546,High,,-6.1,0.3349,22.0,15.0,2.6
PE,Police officers (except commissioned) ,42100,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3547,Low,28.04,-6.1,0.3349,22.0,15.0,2.6
PE,Police officers (except commissioned) ,42100,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3547,Median,45.66,-6.1,0.3349,22.0,15.0,2.6
PE,Police officers (except commissioned) ,42100,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3547,High,66.0,-6.1,0.3349,22.0,15.0,2.6
PE,Paralegals and related occupations ,42200,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3548,Low,18.0,-6.1,0.3349,22.0,15.0,2.6
PE,Paralegals and related occupations ,42200,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3548,Median,25.0,-6.1,0.3349,22.0,15.0,2.6
PE,Paralegals and related occupations ,42200,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3548,High,36.92,-6.1,0.3349,22.0,15.0,2.6
PE,Social and community service workers ,42201,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3549,Low,17.33,-6.1,0.3349,22.0,15.0,2.6
PE,Social and community service workers ,42201,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3549,Median,26.08,-6.1,0.3349,22.0,15.0,2.6
PE,Social and community service workers ,42201,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3549,High,32.0,-6.1,0.3349,22.0,15.0,2.6
PE,Early childhood educators and assistants ,42202,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3550,Low,15.0,-6.1,0.3349,22.0,15.0,2.6
PE,Early childhood educators and assistants ,42202,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3550,Median,18.0,-6.1,0.3349,22.0,15.0,2.6
PE,Early childhood educators and assistants ,42202,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3550,High,27.06,-6.1,0.3349,22.0,15.0,2.6
PE,Religion workers ,42204,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3551,Low,15.0,-6.1,0.3349,22.0,15.0,2.6
PE,Religion workers ,42204,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3551,Median,18.12,-6.1,0.3349,22.0,15.0,2.6
PE,Religion workers ,42204,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3551,High,29.57,-6.1,0.3349,22.0,15.0,2.6
PE,Elementary and secondary school teacher assistants ,43100,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3552,Low,19.75,-6.1,0.3349,22.0,15.0,2.6
PE,Elementary and secondary school teacher assistants ,43100,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3552,Median,24.0,-6.1,0.3349,22.0,15.0,2.6
PE,Elementary and secondary school teacher assistants ,43100,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3552,High,30.0,-6.1,0.3349,22.0,15.0,2.6
PE,Correctional service officers ,43201,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3553,Low,23.5,-6.1,0.3349,22.0,15.0,2.6
PE,Correctional service officers ,43201,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3553,Median,33.0,-6.1,0.3349,22.0,15.0,2.6
PE,Correctional service officers ,43201,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3553,High,45.0,-6.1,0.3349,22.0,15.0,2.6
PE,"Border services, customs, and immigration officers ",43203,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3554,Low,24.51,-6.1,0.3349,22.0,15.0,2.6
PE,"Border services, customs, and immigration officers ",43203,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3554,Median,31.79,-6.1,0.3349,22.0,15.0,2.6
PE,"Border services, customs, and immigration officers ",43203,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3554,High,44.1,-6.1,0.3349,22.0,15.0,2.6
PE,Operations Members of the Canadian Armed Forces ,43204,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3555,Low,,-6.1,0.3349,22.0,15.0,2.6
PE,Operations Members of the Canadian Armed Forces ,43204,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3555,Median,29.06,-6.1,0.3349,22.0,15.0,2.6
PE,Operations Members of the Canadian Armed Forces ,43204,4,43,"Occupations in education, law and social, community and government services",Assisting occupations in education and in legal and public protection,3,General Occupations/Trades,3555,High,,-6.1,0.3349,22.0,15.0,2.6
PE,"Home support workers, caregivers and related occupations ",44101,4,44,"Occupations in education, law and social, community and government services",Care providers and public protection support occupations,4,Workers/Machine Operators/Support,3556,Low,15.0,-6.1,0.3349,22.0,15.0,2.6
PE,"Home support workers, caregivers and related occupations ",44101,4,44,"Occupations in education, law and social, community and government services",Care providers and public protection support occupations,4,Workers/Machine Operators/Support,3556,Median,16.0,-6.1,0.3349,22.0,15.0,2.6
PE,"Home support workers, caregivers and related occupations ",44101,4,44,"Occupations in education, law and social, community and government services",Care providers and public protection support occupations,4,Workers/Machine Operators/Support,3556,High,24.0,-6.1,0.3349,22.0,15.0,2.6
PE,"Recreation, sports and fitness program and service directors ",50012,5,50,"Occupations in art, culture, recreation and sport","Specialized middle management occupations in art, culture, recreation and sport",0,Managers,3557,Low,22.86,-6.1,0.3349,22.0,15.0,2.6
PE,"Recreation, sports and fitness program and service directors ",50012,5,50,"Occupations in art, culture, recreation and sport","Specialized middle management occupations in art, culture, recreation and sport",0,Managers,3557,Median,35.51,-6.1,0.3349,22.0,15.0,2.6
PE,"Recreation, sports and fitness program and service directors ",50012,5,50,"Occupations in art, culture, recreation and sport","Specialized middle management occupations in art, culture, recreation and sport",0,Managers,3557,High,68.1,-6.1,0.3349,22.0,15.0,2.6
PE,Librarians ,51100,5,51,"Occupations in art, culture, recreation and sport",Professional occupations in art and culture,1,Professionals,3558,Low,25.92,-6.1,0.3349,22.0,15.0,2.6
PE,Librarians ,51100,5,51,"Occupations in art, culture, recreation and sport",Professional occupations in art and culture,1,Professionals,3558,Median,36.63,-6.1,0.3349,22.0,15.0,2.6
PE,Librarians ,51100,5,51,"Occupations in art, culture, recreation and sport",Professional occupations in art and culture,1,Professionals,3558,High,44.63,-6.1,0.3349,22.0,15.0,2.6
PE,Journalists ,51113,5,51,"Occupations in art, culture, recreation and sport",Professional occupations in art and culture,1,Professionals,3559,Low,20.0,-6.1,0.3349,22.0,15.0,2.6
PE,Journalists ,51113,5,51,"Occupations in art, culture, recreation and sport",Professional occupations in art and culture,1,Professionals,3559,Median,35.9,-6.1,0.3349,22.0,15.0,2.6
PE,Journalists ,51113,5,51,"Occupations in art, culture, recreation and sport",Professional occupations in art and culture,1,Professionals,3559,High,43.27,-6.1,0.3349,22.0,15.0,2.6
PE,"Producers, directors, choreographers and related occupations ",51120,5,51,"Occupations in art, culture, recreation and sport",Professional occupations in art and culture,1,Professionals,3560,Low,16.45,-6.1,0.3349,22.0,15.0,2.6
PE,"Producers, directors, choreographers and related occupations ",51120,5,51,"Occupations in art, culture, recreation and sport",Professional occupations in art and culture,1,Professionals,3560,Median,32.1,-6.1,0.3349,22.0,15.0,2.6
PE,"Producers, directors, choreographers and related occupations ",51120,5,51,"Occupations in art, culture, recreation and sport",Professional occupations in art and culture,1,Professionals,3560,High,42.74,-6.1,0.3349,22.0,15.0,2.6
PE,Library and public archive technicians ,52100,5,52,"Occupations in art, culture, recreation and sport","Technical occupations in art, culture and sport",2,Technical Occupations and/or Supervisors,3561,Low,18.35,-6.1,0.3349,22.0,15.0,2.6
PE,Library and public archive technicians ,52100,5,52,"Occupations in art, culture, recreation and sport","Technical occupations in art, culture and sport",2,Technical Occupations and/or Supervisors,3561,Median,25.96,-6.1,0.3349,22.0,15.0,2.6
PE,Library and public archive technicians ,52100,5,52,"Occupations in art, culture, recreation and sport","Technical occupations in art, culture and sport",2,Technical Occupations and/or Supervisors,3561,High,37.71,-6.1,0.3349,22.0,15.0,2.6
PE,Graphic designers and illustrators ,52120,5,52,"Occupations in art, culture, recreation and sport","Technical occupations in art, culture and sport",2,Technical Occupations and/or Supervisors,3562,Low,18.75,-6.1,0.3349,22.0,15.0,2.6
PE,Graphic designers and illustrators ,52120,5,52,"Occupations in art, culture, recreation and sport","Technical occupations in art, culture and sport",2,Technical Occupations and/or Supervisors,3562,Median,24.52,-6.1,0.3349,22.0,15.0,2.6
PE,Graphic designers and illustrators ,52120,5,52,"Occupations in art, culture, recreation and sport","Technical occupations in art, culture and sport",2,Technical Occupations and/or Supervisors,3562,High,33.33,-6.1,0.3349,22.0,15.0,2.6
PE,"Registrars, restorers, interpreters and other occupations related to museum and art galleries ",53100,5,53,"Occupations in art, culture, recreation and sport","Occupations in art, culture and sport",3,General Occupations/Trades,3563,Low,16.43,-6.1,0.3349,22.0,15.0,2.6
PE,"Registrars, restorers, interpreters and other occupations related to museum and art galleries ",53100,5,53,"Occupations in art, culture, recreation and sport","Occupations in art, culture and sport",3,General Occupations/Trades,3563,Median,18.67,-6.1,0.3349,22.0,15.0,2.6
PE,"Registrars, restorers, interpreters and other occupations related to museum and art galleries ",53100,5,53,"Occupations in art, culture, recreation and sport","Occupations in art, culture and sport",3,General Occupations/Trades,3563,High,22.56,-6.1,0.3349,22.0,15.0,2.6
PE,Coaches ,53201,5,53,"Occupations in art, culture, recreation and sport","Occupations in art, culture and sport",3,General Occupations/Trades,3564,Low,15.51,-6.1,0.3349,22.0,15.0,2.6
PE,Coaches ,53201,5,53,"Occupations in art, culture, recreation and sport","Occupations in art, culture and sport",3,General Occupations/Trades,3564,Median,20.75,-6.1,0.3349,22.0,15.0,2.6
PE,Coaches ,53201,5,53,"Occupations in art, culture, recreation and sport","Occupations in art, culture and sport",3,General Occupations/Trades,3564,High,31.81,-6.1,0.3349,22.0,15.0,2.6
PE,"Program leaders and instructors in recreation, sport and fitness ",54100,5,54,"Occupations in art, culture, recreation and sport",Support occupations in sport,4,Workers/Machine Operators/Support,3565,Low,15.0,-6.1,0.3349,22.0,15.0,2.6
PE,"Program leaders and instructors in recreation, sport and fitness ",54100,5,54,"Occupations in art, culture, recreation and sport",Support occupations in sport,4,Workers/Machine Operators/Support,3565,Median,15.0,-6.1,0.3349,22.0,15.0,2.6
PE,"Program leaders and instructors in recreation, sport and fitness ",54100,5,54,"Occupations in art, culture, recreation and sport",Support occupations in sport,4,Workers/Machine Operators/Support,3565,High,25.0,-6.1,0.3349,22.0,15.0,2.6
PE,Corporate sales managers ,60010,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3566,Low,26.44,-6.1,0.3349,22.0,15.0,2.6
PE,Corporate sales managers ,60010,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3566,Median,48.08,-6.1,0.3349,22.0,15.0,2.6
PE,Corporate sales managers ,60010,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3566,High,66.67,-6.1,0.3349,22.0,15.0,2.6
PE,Retail and wholesale trade managers ,60020,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3567,Low,20.0,-6.1,0.3349,22.0,15.0,2.6
PE,Retail and wholesale trade managers ,60020,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3567,Median,30.0,-6.1,0.3349,22.0,15.0,2.6
PE,Retail and wholesale trade managers ,60020,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3567,High,63.46,-6.1,0.3349,22.0,15.0,2.6
PE,Restaurant and food service managers ,60030,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3568,Low,17.0,-6.1,0.3349,22.0,15.0,2.6
PE,Restaurant and food service managers ,60030,6,60,Sales and service occupations,Middle management occupations in retail and wholesale trade and customer services,0,Managers,3568,Median,21.98,-6.1,0.3349,22.0,15.0,2.6
